Wavelength;Intensity_Meas;Intensity_Ref;Difference_dB
1200.1000;-62.1100;-58.6400;-3.4700
1200.2000;-62.0900;-58.6400;-3.4500
1200.3000;-62.0700;-58.6300;-3.4400
1200.4000;-62.0600;-58.6200;-3.4400
1200.5000;-62.0400;-58.6100;-3.4300
1200.6000;-62.0200;-58.6000;-3.4200
1200.7000;-62.0000;-58.5900;-3.4100
1200.8000;-61.9800;-58.5900;-3.3900
1200.9000;-61.9600;-58.5800;-3.3800
1201.0000;-61.9400;-58.5700;-3.3700
1201.1000;-61.9200;-58.5600;-3.3600
1201.2000;-61.9000;-58.5400;-3.3600
1201.3000;-61.8800;-58.5300;-3.3500
1201.4000;-61.8500;-58.5100;-3.3400
1201.5000;-61.8300;-58.5000;-3.3300
1201.6000;-61.8100;-58.4900;-3.3200
1201.7000;-61.7800;-58.4700;-3.3100
1201.8000;-61.7600;-58.4500;-3.3100
1201.9000;-61.7300;-58.4300;-3.3000
1202.0000;-61.7000;-58.4100;-3.2900
1202.1000;-61.6800;-58.3900;-3.2900
1202.2000;-61.6500;-58.3700;-3.2800
1202.3000;-61.6300;-58.3500;-3.2800
1202.4000;-61.6100;-58.3400;-3.2700
1202.5000;-61.5800;-58.3100;-3.2700
1202.6000;-61.5500;-58.2900;-3.2600
1202.7000;-61.5200;-58.2600;-3.2600
1202.8000;-61.5000;-58.2400;-3.2600
1202.9000;-61.4700;-58.2200;-3.2500
1203.0000;-61.4500;-58.2000;-3.2500
1203.1000;-61.4300;-58.1700;-3.2600
1203.2000;-61.4000;-58.1500;-3.2500
1203.3000;-61.3700;-58.1200;-3.2500
1203.4000;-61.3500;-58.0900;-3.2600
1203.5000;-61.3300;-58.0600;-3.2700
1203.6000;-61.3000;-58.0400;-3.2600
1203.7000;-61.2800;-58.0200;-3.2600
1203.8000;-61.2600;-57.9900;-3.2700
1203.9000;-61.2400;-57.9700;-3.2700
1204.0000;-61.2200;-57.9500;-3.2700
1204.1000;-61.2000;-57.9200;-3.2800
1204.2000;-61.1800;-57.9000;-3.2800
1204.3000;-61.1600;-57.8800;-3.2800
1204.4000;-61.1400;-57.8600;-3.2800
1204.5000;-61.1200;-57.8400;-3.2800
1204.6000;-61.1000;-57.8200;-3.2800
1204.7000;-61.0800;-57.8000;-3.2800
1204.8000;-61.0600;-57.7800;-3.2800
1204.9000;-61.0400;-57.7700;-3.2700
1205.0000;-61.0300;-57.7500;-3.2800
1205.1000;-61.0100;-57.7400;-3.2700
1205.2000;-60.9900;-57.7200;-3.2700
1205.3000;-60.9700;-57.7000;-3.2700
1205.4000;-60.9500;-57.6900;-3.2600
1205.5000;-60.9400;-57.6700;-3.2700
1205.6000;-60.9200;-57.6600;-3.2600
1205.7000;-60.9000;-57.6500;-3.2500
1205.8000;-60.8900;-57.6400;-3.2500
1205.9000;-60.8700;-57.6300;-3.2400
1206.0000;-60.8600;-57.6100;-3.2500
1206.1000;-60.8400;-57.6000;-3.2400
1206.2000;-60.8300;-57.5900;-3.2400
1206.3000;-60.8100;-57.5800;-3.2300
1206.4000;-60.8000;-57.5700;-3.2300
1206.5000;-60.7800;-57.5600;-3.2200
1206.6000;-60.7700;-57.5500;-3.2200
1206.7000;-60.7500;-57.5400;-3.2100
1206.8000;-60.7400;-57.5300;-3.2100
1206.9000;-60.7300;-57.5200;-3.2100
1207.0000;-60.7100;-57.5100;-3.2000
1207.1000;-60.7000;-57.5000;-3.2000
1207.2000;-60.6800;-57.4900;-3.1900
1207.3000;-60.6700;-57.4800;-3.1900
1207.4000;-60.6600;-57.4600;-3.2000
1207.5000;-60.6500;-57.4500;-3.2000
1207.6000;-60.6400;-57.4400;-3.2000
1207.7000;-60.6300;-57.4300;-3.2000
1207.8000;-60.6200;-57.4100;-3.2100
1207.9000;-60.6100;-57.4000;-3.2100
1208.0000;-60.6000;-57.3900;-3.2100
1208.1000;-60.5900;-57.3700;-3.2200
1208.2000;-60.5800;-57.3600;-3.2200
1208.3000;-60.5600;-57.3400;-3.2200
1208.4000;-60.5500;-57.3200;-3.2300
1208.5000;-60.5500;-57.3000;-3.2500
1208.6000;-60.5400;-57.2800;-3.2600
1208.7000;-60.5200;-57.2600;-3.2600
1208.8000;-60.5100;-57.2400;-3.2700
1208.9000;-60.5000;-57.2200;-3.2800
1209.0000;-60.4900;-57.2000;-3.2900
1209.1000;-60.4800;-57.1700;-3.3100
1209.2000;-60.4700;-57.1500;-3.3200
1209.3000;-60.4600;-57.1300;-3.3300
1209.4000;-60.4500;-57.1000;-3.3500
1209.5000;-60.4300;-57.0800;-3.3500
1209.6000;-60.4200;-57.0500;-3.3700
1209.7000;-60.4100;-57.0300;-3.3800
1209.8000;-60.3900;-57.0000;-3.3900
1209.9000;-60.3800;-56.9700;-3.4100
1210.0000;-60.3700;-56.9500;-3.4200
1210.1000;-60.3600;-56.9200;-3.4400
1210.2000;-60.3500;-56.8900;-3.4600
1210.3000;-60.3400;-56.8600;-3.4800
1210.4000;-60.3300;-56.8400;-3.4900
1210.5000;-60.3200;-56.8100;-3.5100
1210.6000;-60.3100;-56.7800;-3.5300
1210.7000;-60.3000;-56.7600;-3.5400
1210.8000;-60.3000;-56.7300;-3.5700
1210.9000;-60.2900;-56.7100;-3.5800
1211.0000;-60.2800;-56.6800;-3.6000
1211.1000;-60.2800;-56.6500;-3.6300
1211.2000;-60.2700;-56.6300;-3.6400
1211.3000;-60.2600;-56.6000;-3.6600
1211.4000;-60.2600;-56.5800;-3.6800
1211.5000;-60.2600;-56.5600;-3.7000
1211.6000;-60.2600;-56.5300;-3.7300
1211.7000;-60.2500;-56.5100;-3.7400
1211.8000;-60.2500;-56.4900;-3.7600
1211.9000;-60.2500;-56.4600;-3.7900
1212.0000;-60.2500;-56.4400;-3.8100
1212.1000;-60.2400;-56.4300;-3.8100
