Wavelength;Intensity_Meas;Intensity_Ref;Difference_dB
1200.1000;-61.9900;-58.6400;-3.3500
1200.2000;-61.9700;-58.6400;-3.3300
1200.3000;-61.9500;-58.6300;-3.3200
1200.4000;-61.9300;-58.6200;-3.3100
1200.5000;-61.9100;-58.6100;-3.3000
1200.6000;-61.8900;-58.6000;-3.2900
1200.7000;-61.8800;-58.5900;-3.2900
1200.8000;-61.8600;-58.5900;-3.2700
1200.9000;-61.8300;-58.5800;-3.2500
1201.0000;-61.8100;-58.5700;-3.2400
1201.1000;-61.7800;-58.5600;-3.2200
1201.2000;-61.7600;-58.5400;-3.2200
1201.3000;-61.7400;-58.5300;-3.2100
1201.4000;-61.7200;-58.5100;-3.2100
1201.5000;-61.6900;-58.5000;-3.1900
1201.6000;-61.6600;-58.4900;-3.1700
1201.7000;-61.6400;-58.4700;-3.1700
1201.8000;-61.6000;-58.4500;-3.1500
1201.9000;-61.5700;-58.4300;-3.1400
1202.0000;-61.5500;-58.4100;-3.1400
1202.1000;-61.5200;-58.3900;-3.1300
1202.2000;-61.4900;-58.3700;-3.1200
1202.3000;-61.4600;-58.3500;-3.1100
1202.4000;-61.4300;-58.3400;-3.0900
1202.5000;-61.4000;-58.3100;-3.0900
1202.6000;-61.3800;-58.2900;-3.0900
1202.7000;-61.3500;-58.2600;-3.0900
1202.8000;-61.3200;-58.2400;-3.0800
1202.9000;-61.2900;-58.2200;-3.0700
1203.0000;-61.2700;-58.2000;-3.0700
1203.1000;-61.2400;-58.1700;-3.0700
1203.2000;-61.2200;-58.1500;-3.0700
1203.3000;-61.1900;-58.1200;-3.0700
1203.4000;-61.1700;-58.0900;-3.0800
1203.5000;-61.1500;-58.0600;-3.0900
1203.6000;-61.1200;-58.0400;-3.0800
1203.7000;-61.1000;-58.0200;-3.0800
1203.8000;-61.0800;-57.9900;-3.0900
1203.9000;-61.0600;-57.9700;-3.0900
1204.0000;-61.0400;-57.9500;-3.0900
1204.1000;-61.0200;-57.9200;-3.1000
1204.2000;-61.0000;-57.9000;-3.1000
1204.3000;-60.9800;-57.8800;-3.1000
1204.4000;-60.9700;-57.8600;-3.1100
1204.5000;-60.9500;-57.8400;-3.1100
1204.6000;-60.9200;-57.8200;-3.1000
1204.7000;-60.9100;-57.8000;-3.1100
1204.8000;-60.8900;-57.7800;-3.1100
1204.9000;-60.8800;-57.7700;-3.1100
1205.0000;-60.8600;-57.7500;-3.1100
1205.1000;-60.8500;-57.7400;-3.1100
1205.2000;-60.8400;-57.7200;-3.1200
1205.3000;-60.8200;-57.7000;-3.1200
1205.4000;-60.8000;-57.6900;-3.1100
1205.5000;-60.7900;-57.6700;-3.1200
1205.6000;-60.7800;-57.6600;-3.1200
1205.7000;-60.7700;-57.6500;-3.1200
1205.8000;-60.7600;-57.6400;-3.1200
1205.9000;-60.7500;-57.6300;-3.1200
1206.0000;-60.7400;-57.6100;-3.1300
1206.1000;-60.7300;-57.6000;-3.1300
1206.2000;-60.7200;-57.5900;-3.1300
1206.3000;-60.7100;-57.5800;-3.1300
1206.4000;-60.7000;-57.5700;-3.1300
1206.5000;-60.6900;-57.5600;-3.1300
1206.6000;-60.6800;-57.5500;-3.1300
1206.7000;-60.6700;-57.5400;-3.1300
1206.8000;-60.6600;-57.5300;-3.1300
1206.9000;-60.6500;-57.5200;-3.1300
1207.0000;-60.6400;-57.5100;-3.1300
1207.1000;-60.6300;-57.5000;-3.1300
1207.2000;-60.6200;-57.4900;-3.1300
1207.3000;-60.6200;-57.4800;-3.1400
1207.4000;-60.6100;-57.4600;-3.1500
1207.5000;-60.6100;-57.4500;-3.1600
1207.6000;-60.6100;-57.4400;-3.1700
1207.7000;-60.6000;-57.4300;-3.1700
1207.8000;-60.6000;-57.4100;-3.1900
1207.9000;-60.5900;-57.4000;-3.1900
1208.0000;-60.5900;-57.3900;-3.2000
1208.1000;-60.5800;-57.3700;-3.2100
1208.2000;-60.5700;-57.3600;-3.2100
1208.3000;-60.5700;-57.3400;-3.2300
1208.4000;-60.5600;-57.3200;-3.2400
1208.5000;-60.5500;-57.3000;-3.2500
1208.6000;-60.5400;-57.2800;-3.2600
1208.7000;-60.5300;-57.2600;-3.2700
1208.8000;-60.5300;-57.2400;-3.2900
1208.9000;-60.5200;-57.2200;-3.3000
1209.0000;-60.5100;-57.2000;-3.3100
1209.1000;-60.5000;-57.1700;-3.3300
1209.2000;-60.4900;-57.1500;-3.3400
1209.3000;-60.4900;-57.1300;-3.3600
1209.4000;-60.4800;-57.1000;-3.3800
1209.5000;-60.4700;-57.0800;-3.3900
1209.6000;-60.4500;-57.0500;-3.4000
1209.7000;-60.4400;-57.0300;-3.4100
1209.8000;-60.4300;-57.0000;-3.4300
1209.9000;-60.4200;-56.9700;-3.4500
1210.0000;-60.4100;-56.9500;-3.4600
1210.1000;-60.4000;-56.9200;-3.4800
1210.2000;-60.3800;-56.8900;-3.4900
1210.3000;-60.3700;-56.8600;-3.5100
1210.4000;-60.3500;-56.8400;-3.5100
1210.5000;-60.3400;-56.8100;-3.5300
1210.6000;-60.3200;-56.7800;-3.5400
1210.7000;-60.3100;-56.7600;-3.5500
1210.8000;-60.3000;-56.7300;-3.5700
1210.9000;-60.2900;-56.7100;-3.5800
1211.0000;-60.2800;-56.6800;-3.6000
1211.1000;-60.2700;-56.6500;-3.6200
1211.2000;-60.2600;-56.6300;-3.6300
1211.3000;-60.2500;-56.6000;-3.6500
1211.4000;-60.2400;-56.5800;-3.6600
1211.5000;-60.2300;-56.5600;-3.6700
1211.6000;-60.2200;-56.5300;-3.6900
1211.7000;-60.2100;-56.5100;-3.7000
1211.8000;-60.2100;-56.4900;-3.7200
1211.9000;-60.2000;-56.4600;-3.7400
1212.0000;-60.1800;-56.4400;-3.7400
1212.1000;-60.1700;-56.4300;-3.7400
1212.2000;-60.1600;-56.4100;-3.7500
1212.3000;-60.1500;-56.3900;-3.7600
1212.4000;-60.1400;-56.3700;-3.7700
1212.5000;-60.1300;-56.3500;-3.7800
1212.6000;-60.1100;-56.3300;-3.7800
1212.7000;-60.1000;-56.3100;-3.7900
1212.8000;-60.0800;-56.3000;-3.7800
1212.9000;-60.0700;-56.2800;-3.7900
1213.0000;-60.0500;-56.2700;-3.7800
1213.1000;-60.0300;-56.2500;-3.7800
1213.2000;-60.0100;-56.2300;-3.7800
1213.3000;-59.9900;-56.2200;-3.7700
1213.4000;-59.9600;-56.2000;-3.7600
1213.5000;-59.9400;-56.1900;-3.7500
1213.6000;-59.9100;-56.1700;-3.7400
1213.7000;-59.8800;-56.1600;-3.7200
1213.8000;-59.8500;-56.1400;-3.7100
1213.9000;-59.8100;-56.1300;-3.6800
1214.0000;-59.7800;-56.1100;-3.6700
1214.1000;-59.7500;-56.0900;-3.6600
1214.2000;-59.7100;-56.0800;-3.6300
1214.3000;-59.6700;-56.0600;-3.6100
1214.4000;-59.6300;-56.0400;-3.5900
1214.5000;-59.5900;-56.0300;-3.5600
1214.6000;-59.5500;-56.0100;-3.5400
1214.7000;-59.5100;-55.9900;-3.5200
1214.8000;-59.4700;-55.9700;-3.5000
1214.9000;-59.4200;-55.9500;-3.4700
1215.0000;-59.3800;-55.9300;-3.4500
1215.1000;-59.3400;-55.9000;-3.4400
1215.2000;-59.2900;-55.8800;-3.4100
1215.3000;-59.2500;-55.8600;-3.3900
1215.4000;-59.2100;-55.8400;-3.3700
1215.5000;-59.1600;-55.8200;-3.3400
1215.6000;-59.1200;-55.7900;-3.3300
1215.7000;-59.0800;-55.7700;-3.3100
1215.8000;-59.0400;-55.7400;-3.3000
1215.9000;-58.9900;-55.7200;-3.2700
1216.0000;-58.9500;-55.6900;-3.2600
1216.1000;-58.9200;-55.6600;-3.2600
1216.2000;-58.8800;-55.6300;-3.2500
1216.3000;-58.8400;-55.6100;-3.2300
1216.4000;-58.8000;-55.5800;-3.2200
1216.5000;-58.7600;-55.5500;-3.2100
1216.6000;-58.7300;-55.5200;-3.2100
1216.7000;-58.6900;-55.4900;-3.2000
1216.8000;-58.6500;-55.4600;-3.1900
1216.9000;-58.6200;-55.4300;-3.1900
1217.0000;-58.5800;-55.4000;-3.1800
1217.1000;-58.5500;-55.3700;-3.1800
1217.2000;-58.5200;-55.3400;-3.1800
1217.3000;-58.4900;-55.3100;-3.1800
1217.4000;-58.4600;-55.2800;-3.1800
1217.5000;-58.4300;-55.2500;-3.1800
1217.6000;-58.4000;-55.2200;-3.1800
1217.7000;-58.3700;-55.1900;-3.1800
1217.8000;-58.3400;-55.1600;-3.1800
1217.9000;-58.3200;-55.1300;-3.1900
1218.0000;-58.2900;-55.1000;-3.1900
1218.1000;-58.2700;-55.0700;-3.2000
1218.2000;-58.2500;-55.0400;-3.2100
1218.3000;-58.2200;-55.0100;-3.2100
1218.4000;-58.2000;-54.9900;-3.2100
1218.5000;-58.1800;-54.9600;-3.2200
1218.6000;-58.1600;-54.9300;-3.2300
1218.7000;-58.1300;-54.9100;-3.2200
1218.8000;-58.1100;-54.8800;-3.2300
1218.9000;-58.0900;-54.8600;-3.2300
1219.0000;-58.0800;-54.8300;-3.2500
1219.1000;-58.0600;-54.8100;-3.2500
1219.2000;-58.0400;-54.7800;-3.2600
1219.3000;-58.0200;-54.7600;-3.2600
1219.4000;-58.0100;-54.7400;-3.2700
1219.5000;-57.9900;-54.7200;-3.2700
1219.6000;-57.9800;-54.6900;-3.2900
1219.7000;-57.9700;-54.6700;-3.3000
1219.8000;-57.9600;-54.6500;-3.3100
1219.9000;-57.9500;-54.6300;-3.3200
1220.0000;-57.9400;-54.6100;-3.3300
1220.1000;-57.9300;-54.5900;-3.3400
1220.2000;-57.9200;-54.5700;-3.3500
1220.3000;-57.9200;-54.5500;-3.3700
1220.4000;-57.9100;-54.5300;-3.3800
1220.5000;-57.9000;-54.5100;-3.3900
1220.6000;-57.8900;-54.4800;-3.4100
1220.7000;-57.8800;-54.4600;-3.4200
1220.8000;-57.8700;-54.4400;-3.4300
1220.9000;-57.8700;-54.4200;-3.4500
1221.0000;-57.8600;-54.3900;-3.4700
1221.1000;-57.8500;-54.3700;-3.4800
1221.2000;-57.8300;-54.3400;-3.4900
1221.3000;-57.8200;-54.3200;-3.5000
1221.4000;-57.8100;-54.2900;-3.5200
1221.5000;-57.8000;-54.2700;-3.5300
1221.6000;-57.7900;-54.2400;-3.5500
1221.7000;-57.7700;-54.2100;-3.5600
1221.8000;-57.7600;-54.1800;-3.5800
1221.9000;-57.7400;-54.1500;-3.5900
1222.0000;-57.7200;-54.1200;-3.6000
1222.1000;-57.7000;-54.0900;-3.6100
1222.2000;-57.6800;-54.0600;-3.6200
1222.3000;-57.6600;-54.0300;-3.6300
1222.4000;-57.6300;-54.0000;-3.6300
1222.5000;-57.6100;-53.9600;-3.6500
1222.6000;-57.5800;-53.9300;-3.6500
1222.7000;-57.5500;-53.9000;-3.6500
1222.8000;-57.5200;-53.8600;-3.6600
1222.9000;-57.4900;-53.8300;-3.6600
1223.0000;-57.4600;-53.7900;-3.6700
1223.1000;-57.4200;-53.7600;-3.6600
1223.2000;-57.3900;-53.7200;-3.6700
1223.3000;-57.3600;-53.6800;-3.6800
1223.4000;-57.3200;-53.6500;-3.6700
1223.5000;-57.2800;-53.6100;-3.6700
1223.6000;-57.2400;-53.5700;-3.6700
1223.7000;-57.2100;-53.5400;-3.6700
1223.8000;-57.1700;-53.5000;-3.6700
1223.9000;-57.1300;-53.4600;-3.6700
1224.0000;-57.0900;-53.4200;-3.6700
1224.1000;-57.0500;-53.3900;-3.6600
1224.2000;-57.0100;-53.3500;-3.6600
1224.3000;-56.9700;-53.3100;-3.6600
1224.4000;-56.9200;-53.2700;-3.6500
1224.5000;-56.8800;-53.2300;-3.6500
1224.6000;-56.8400;-53.2000;-3.6400
1224.7000;-56.8000;-53.1600;-3.6400
1224.8000;-56.7600;-53.1200;-3.6400
1224.9000;-56.7100;-53.0900;-3.6200
1225.0000;-56.6700;-53.0500;-3.6200
1225.1000;-56.6300;-53.0100;-3.6200
1225.2000;-56.5900;-52.9800;-3.6100
1225.3000;-56.5500;-52.9400;-3.6100
1225.4000;-56.5000;-52.9100;-3.5900
1225.5000;-56.4600;-52.8800;-3.5800
1225.6000;-56.4200;-52.8400;-3.5800
1225.7000;-56.3800;-52.8100;-3.5700
1225.8000;-56.3400;-52.7800;-3.5600
